"ï..Security.name","Company.name","cusip","Security.id"
"BEST BUY CO., INC. SNR MR14 3Y $","BEST BUY CO., INC. ","86516101","BBY3$AR"
"BEST BUY CO., INC. SNR MR14 4Y $","BEST BUY CO., INC. ","86516101","BBY4$AR"
"BEST BUY CO., INC. SNR MR14 5Y $","BEST BUY CO., INC. ","86516101","BBY5$AR"
"BEST BUY CO., INC. SNR MR14 6M $","BEST BUY CO., INC. ","86516101","BBY0$AR"
"BEST BUY CO., INC. SNR MR14 7Y $","BEST BUY CO., INC. ","86516101","BBY7$AR"
"BOEING CAPITAL CORP SNR MR14 10Y $","BOEING CAPITAL CORP ","97023105","BABA$AR"
"BOEING CAPITAL CORP SNR MR14 1Y $","BOEING CAPITAL CORP ","97023105","BAB1$AR"
"BOEING CAPITAL CORP SNR MR14 20Y $","BOEING CAPITAL CORP ","97023105","BABB$AR"
"BOEING CAPITAL CORP SNR MR14 2Y $","BOEING CAPITAL CORP ","97023105","BAB2$AR"
"BOEING CAPITAL CORP SNR MR14 30Y $","BOEING CAPITAL CORP ","97023105","BABC$AR"
"BOEING CAPITAL CORP SNR MR14 3Y $","BOEING CAPITAL CORP ","97023105","BAB3$AR"
"BOEING CAPITAL CORP SNR MR14 4Y $","BOEING CAPITAL CORP ","97023105","BAB4$AR"
"BOEING CAPITAL CORP SNR MR14 5Y $","BOEING CAPITAL CORP ","97023105","BAB5$AR"
"BOEING CAPITAL CORP SNR MR14 6M $","BOEING CAPITAL CORP ","97023105","BAB0$AR"
"BOEING CAPITAL CORP SNR MR14 7Y $","BOEING CAPITAL CORP ","97023105","BAB7$AR"
"BORGWARNER INC. SNR MR14 10Y $","BORGWARNER INC. ","99724106","BWAA$AR"
"BORGWARNER INC. SNR MR14 1Y $","BORGWARNER INC. ","99724106","BWA1$AR"
"BORGWARNER INC. SNR MR14 20Y $","BORGWARNER INC. ","99724106","BWAB$AR"
"BORGWARNER INC. SNR MR14 2Y $","BORGWARNER INC. ","99724106","BWA2$AR"
"BORGWARNER INC. SNR MR14 30Y $","BORGWARNER INC. ","99724106","BWAC$AR"
"BORGWARNER INC. SNR MR14 3Y $","BORGWARNER INC. ","99724106","BWA3$AR"
"BORGWARNER INC. SNR MR14 4Y $","BORGWARNER INC. ","99724106","BWA4$AR"
"BORGWARNER INC. SNR MR14 5Y $","BORGWARNER INC. ","99724106","BWA5$AR"
"BORGWARNER INC. SNR MR14 6M $","BORGWARNER INC. ","99724106","BWA0$AR"
"BORGWARNER INC. SNR MR14 7Y $","BORGWARNER INC. ","99724106","BWA7$AR"
"BOSTON SCIEN CORP SNR MR14 10Y $","BOSTON SCIEN CORP ","101137107","BSXA$AR"
"BOSTON SCIEN CORP SNR MR14 1Y $","BOSTON SCIEN CORP ","101137107","BSX1$AR"
"BOSTON SCIEN CORP SNR MR14 20Y $","BOSTON SCIEN CORP ","101137107","BSXB$AR"
"BOSTON SCIEN CORP SNR MR14 2Y $","BOSTON SCIEN CORP ","101137107","BSX2$AR"
"BOSTON SCIEN CORP SNR MR14 30Y $","BOSTON SCIEN CORP ","101137107","BSXC$AR"
"BOSTON SCIEN CORP SNR MR14 3Y $","BOSTON SCIEN CORP ","101137107","BSX3$AR"
"BOSTON SCIEN CORP SNR MR14 4Y $","BOSTON SCIEN CORP ","101137107","BSX4$AR"
"BOSTON SCIEN CORP SNR MR14 5Y $","BOSTON SCIEN CORP ","101137107","BSX5$AR"
"BOSTON SCIEN CORP SNR MR14 6M $","BOSTON SCIEN CORP ","101137107","BSX0$AR"
"BOSTON SCIEN CORP SNR MR14 7Y $","BOSTON SCIEN CORP ","101137107","BSX7$AR"
"BRIGGS & STRATTON SNR MR14 10Y $","BRIGGS & STRATTON ","109043109","BGGA$AR"
"BRIGGS & STRATTON SNR MR14 1Y $","BRIGGS & STRATTON ","109043109","BGG1$AR"
"BRIGGS & STRATTON SNR MR14 20Y $","BRIGGS & STRATTON ","109043109","BGGB$AR"
"BRIGGS & STRATTON SNR MR14 2Y $","BRIGGS & STRATTON ","109043109","BGG2$AR"
"BRIGGS & STRATTON SNR MR14 30Y $","BRIGGS & STRATTON ","109043109","BGGC$AR"
"BRIGGS & STRATTON SNR MR14 3Y $","BRIGGS & STRATTON ","109043109","BGG3$AR"
"BRIGGS & STRATTON SNR MR14 4Y $","BRIGGS & STRATTON ","109043109","BGG4$AR"
"BRIGGS & STRATTON SNR MR14 5Y $","BRIGGS & STRATTON ","109043109","BGG5$AR"
"BRIGGS & STRATTON SNR MR14 6M $","BRIGGS & STRATTON ","109043109","BGG0$AR"
"BRIGGS & STRATTON SNR MR14 7Y $","BRIGGS & STRATTON ","109043109","BGG7$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 10Y $","BRISTOL-MYERS SQUIBB ","110122108","BMYA$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 1Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY1$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 20Y $","BRISTOL-MYERS SQUIBB ","110122108","BMYB$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 2Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY2$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 30Y $","BRISTOL-MYERS SQUIBB ","110122108","BMYC$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 3Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY3$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 4Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY4$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 5Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY5$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 6M $","BRISTOL-MYERS SQUIBB ","110122108","BMY0$AR"
"BRISTOL-MYERS SQUIBB SNR MR14 7Y $","BRISTOL-MYERS SQUIBB ","110122108","BMY7$AR"
"BRUNSWICK CORP SNR MR14 10Y $","BRUNSWICK CORP ","117043109","BCXA$AR"
"BRUNSWICK CORP SNR MR14 1Y $","BRUNSWICK CORP ","117043109","BCX1$AR"
"BRUNSWICK CORP SNR MR14 20Y $","BRUNSWICK CORP ","117043109","BCXB$AR"
"BRUNSWICK CORP SNR MR14 2Y $","BRUNSWICK CORP ","117043109","BCX2$AR"
"BRUNSWICK CORP SNR MR14 30Y $","BRUNSWICK CORP ","117043109","BCXC$AR"
"BRUNSWICK CORP SNR MR14 3Y $","BRUNSWICK CORP ","117043109","BCX3$AR"
"BRUNSWICK CORP SNR MR14 4Y $","BRUNSWICK CORP ","117043109","BCX4$AR"
"BRUNSWICK CORP SNR MR14 5Y $","BRUNSWICK CORP ","117043109","BCX5$AR"
"BRUNSWICK CORP SNR MR14 6M $","BRUNSWICK CORP ","117043109","BCX0$AR"
"BRUNSWICK CORP SNR MR14 7Y $","BRUNSWICK CORP ","117043109","BCX7$AR"
"BURLINGTON RES INC SNR MR14 10Y $","BURLINGTON RES INC ","121693105","COBA$AR"
"BURLINGTON RES INC SNR MR14 1Y $","BURLINGTON RES INC ","121693105","COB1$AR"
"BURLINGTON RES INC SNR MR14 20Y $","BURLINGTON RES INC ","121693105","COBB$AR"
"BURLINGTON RES INC SNR MR14 2Y $","BURLINGTON RES INC ","121693105","COB2$AR"
"BURLINGTON RES INC SNR MR14 30Y $","BURLINGTON RES INC ","121693105","COBC$AR"
"BURLINGTON RES INC SNR MR14 3Y $","BURLINGTON RES INC ","121693105","COB3$AR"
"BURLINGTON RES INC SNR MR14 4Y $","BURLINGTON RES INC ","121693105","COB4$AR"
"BURLINGTON RES INC SNR MR14 5Y $","BURLINGTON RES INC ","121693105","COB5$AR"
"BURLINGTON RES INC SNR MR14 6M $","BURLINGTON RES INC ","121693105","COB0$AR"
"BURLINGTON RES INC SNR MR14 7Y $","BURLINGTON RES INC ","121693105","COB7$AR"
"CA, INC. SNR MR14 10Y $","CA, INC. ","12673P105","CA.A$AR"
"CA, INC. SNR MR14 1Y $","CA, INC. ","12673P105","CA.1$AR"
"CA, INC. SNR MR14 20Y $","CA, INC. ","12673P105","CA.B$AR"
"CA, INC. SNR MR14 2Y $","CA, INC. ","12673P105","CA.2$AR"
"CA, INC. SNR MR14 30Y $","CA, INC. ","12673P105","CA.C$AR"
"CA, INC. SNR MR14 3Y $","CA, INC. ","12673P105","CA.3$AR"
"CA, INC. SNR MR14 4Y $","CA, INC. ","12673P105","CA.4$AR"
"CA, INC. SNR MR14 5Y $","CA, INC. ","12673P105","CA.5$AR"
"CA, INC. SNR MR14 6M $","CA, INC. ","12673P105","CA.0$AR"
"CA, INC. SNR MR14 7Y $","CA, INC. ","12673P105","CA.7$AR"
"CABOT CORPORATION SNR MR14 10Y $","CABOT CORPORATION ","127055101","CBTA$AR"
"CABOT CORPORATION SNR MR14 1Y $","CABOT CORPORATION ","127055101","CBT1$AR"
"CABOT CORPORATION SNR MR14 20Y $","CABOT CORPORATION ","127055101","CBTB$AR"
"CABOT CORPORATION SNR MR14 2Y $","CABOT CORPORATION ","127055101","CBT2$AR"
"CABOT CORPORATION SNR MR14 30Y $","CABOT CORPORATION ","127055101","CBTC$AR"
"CABOT CORPORATION SNR MR14 3Y $","CABOT CORPORATION ","127055101","CBT3$AR"
"CABOT CORPORATION SNR MR14 4Y $","CABOT CORPORATION ","127055101","CBT4$AR"
"CABOT CORPORATION SNR MR14 5Y $","CABOT CORPORATION ","127055101","CBT5$AR"
"CABOT CORPORATION SNR MR14 6M $","CABOT CORPORATION ","127055101","CBT0$AR"
"CABOT CORPORATION SNR MR14 7Y $","CABOT CORPORATION ","127055101","CBT7$AR"
"CAMPBELL SOUP CO SNR MR14 10Y $","CAMPBELL SOUP CO ","134429109","CPBA$AR"
"CAMPBELL SOUP CO SNR MR14 1Y $","CAMPBELL SOUP CO ","134429109","CPB1$AR"
"CAMPBELL SOUP CO SNR MR14 20Y $","CAMPBELL SOUP CO ","134429109","CPBB$AR"
"CAMPBELL SOUP CO SNR MR14 2Y $","CAMPBELL SOUP CO ","134429109","CPB2$AR"
"CAMPBELL SOUP CO SNR MR14 30Y $","CAMPBELL SOUP CO ","134429109","CPBC$AR"
"CAMPBELL SOUP CO SNR MR14 3Y $","CAMPBELL SOUP CO ","134429109","CPB3$AR"
"CAMPBELL SOUP CO SNR MR14 4Y $","CAMPBELL SOUP CO ","134429109","CPB4$AR"
"CAMPBELL SOUP CO SNR MR14 5Y $","CAMPBELL SOUP CO ","134429109","CPB5$AR"
"CAMPBELL SOUP CO SNR MR14 6M $","CAMPBELL SOUP CO ","134429109","CPB0$AR"
"CAMPBELL SOUP CO SNR MR14 7Y $","CAMPBELL SOUP CO ","134429109","CPB7$AR"
"CAPITAL ONE FINL SNR MR14 10Y $","CAPITAL ONE FINL ","14040H105","COFA$AR"
"CAPITAL ONE FINL SNR MR14 1Y $","CAPITAL ONE FINL ","14040H105","COF1$AR"
"CAPITAL ONE FINL SNR MR14 20Y $","CAPITAL ONE FINL ","14040H105","COFB$AR"
"CAPITAL ONE FINL SNR MR14 2Y $","CAPITAL ONE FINL ","14040H105","COF2$AR"
"CAPITAL ONE FINL SNR MR14 30Y $","CAPITAL ONE FINL ","14040H105","COFC$AR"
"CAPITAL ONE FINL SNR MR14 3Y $","CAPITAL ONE FINL ","14040H105","COF3$AR"
"CAPITAL ONE FINL SNR MR14 4Y $","CAPITAL ONE FINL ","14040H105","COF4$AR"
"CAPITAL ONE FINL SNR MR14 6M $","CAPITAL ONE FINL ","14040H105","COF0$AR"
"CAPITAL ONE FINL SNR MR14 7Y $","CAPITAL ONE FINL ","14040H105","COF7$AR"
"CARDINAL HEALTH, INC SNR MR14 10Y $","CARDINAL HEALTH, INC ","14149Y108","CAHA$AR"
"CARDINAL HEALTH, INC SNR MR14 1Y $","CARDINAL HEALTH, INC ","14149Y108","CAH1$AR"
"CARDINAL HEALTH, INC SNR MR14 20Y $","CARDINAL HEALTH, INC ","14149Y108","CAHB$AR"
"CARDINAL HEALTH, INC SNR MR14 2Y $","CARDINAL HEALTH, INC ","14149Y108","CAH2$AR"
"CARDINAL HEALTH, INC SNR MR14 30Y $","CARDINAL HEALTH, INC ","14149Y108","CAHC$AR"
"CARDINAL HEALTH, INC SNR MR14 3Y $","CARDINAL HEALTH, INC ","14149Y108","CAH3$AR"
"CARDINAL HEALTH, INC SNR MR14 4Y $","CARDINAL HEALTH, INC ","14149Y108","CAH4$AR"
"CARDINAL HEALTH, INC SNR MR14 5Y $","CARDINAL HEALTH, INC ","14149Y108","CAH5$AR"
"CARDINAL HEALTH, INC SNR MR14 6M $","CARDINAL HEALTH, INC ","14149Y108","CAH0$AR"
"CARDINAL HEALTH, INC SNR MR14 7Y $","CARDINAL HEALTH, INC ","14149Y108","CAH7$AR"
"CARPENTER TECH CORP SNR MR14 10Y $","CARPENTER TECH CORP ","144285103","CRSA$AR"
"CARPENTER TECH CORP SNR MR14 1Y $","CARPENTER TECH CORP ","144285103","CRS1$AR"
"CARPENTER TECH CORP SNR MR14 20Y $","CARPENTER TECH CORP ","144285103","CRSB$AR"
"CARPENTER TECH CORP SNR MR14 2Y $","CARPENTER TECH CORP ","144285103","CRS2$AR"
"CARPENTER TECH CORP SNR MR14 30Y $","CARPENTER TECH CORP ","144285103","CRSC$AR"
"CARPENTER TECH CORP SNR MR14 3Y $","CARPENTER TECH CORP ","144285103","CRS3$AR"
"CARPENTER TECH CORP SNR MR14 4Y $","CARPENTER TECH CORP ","144285103","CRS4$AR"
"CARPENTER TECH CORP SNR MR14 5Y $","CARPENTER TECH CORP ","144285103","CRS5$AR"
"CARPENTER TECH CORP SNR MR14 6M $","CARPENTER TECH CORP ","144285103","CRS0$AR"
"CARPENTER TECH CORP SNR MR14 7Y $","CARPENTER TECH CORP ","144285103","CRS7$AR"
"CATERPILLAR INC. SNR MR14 10Y $","CATERPILLAR INC. ","149123101","CATA$AR"
"CATERPILLAR INC. SNR MR14 1Y $","CATERPILLAR INC. ","149123101","CAT1$AR"
"CATERPILLAR INC. SNR MR14 20Y $","CATERPILLAR INC. ","149123101","CATB$AR"
"CATERPILLAR INC. SNR MR14 2Y $","CATERPILLAR INC. ","149123101","CAT2$AR"
"CATERPILLAR INC. SNR MR14 30Y $","CATERPILLAR INC. ","149123101","CATC$AR"
"CATERPILLAR INC. SNR MR14 3Y $","CATERPILLAR INC. ","149123101","CAT3$AR"
"CATERPILLAR INC. SNR MR14 4Y $","CATERPILLAR INC. ","149123101","CAT4$AR"
"CATERPILLAR INC. SNR MR14 5Y $","CATERPILLAR INC. ","149123101","CAT5$AR"
"CATERPILLAR INC. SNR MR14 6M $","CATERPILLAR INC. ","149123101","CAT0$AR"
"CATERPILLAR INC. SNR MR14 7Y $","CATERPILLAR INC. ","149123101","CAT7$AR"
"CENTERPOINT EN INC SNR MR14 10Y $","CENTERPOINT EN INC ","15189T107","CNPA$AR"
"CENTERPOINT EN INC SNR MR14 1Y $","CENTERPOINT EN INC ","15189T107","CNP1$AR"
"CENTERPOINT EN INC SNR MR14 20Y $","CENTERPOINT EN INC ","15189T107","CNPB$AR"
"CENTERPOINT EN INC SNR MR14 2Y $","CENTERPOINT EN INC ","15189T107","CNP2$AR"
"CENTERPOINT EN INC SNR MR14 30Y $","CENTERPOINT EN INC ","15189T107","CNPC$AR"
"CENTERPOINT EN INC SNR MR14 3Y $","CENTERPOINT EN INC ","15189T107","CNP3$AR"
"CENTERPOINT EN INC SNR MR14 4Y $","CENTERPOINT EN INC ","15189T107","CNP4$AR"
"CENTERPOINT EN INC SNR MR14 5Y $","CENTERPOINT EN INC ","15189T107","CNP5$AR"
"CENTERPOINT EN INC SNR MR14 6M $","CENTERPOINT EN INC ","15189T107","CNP0$AR"
"CENTERPOINT EN INC SNR MR14 7Y $","CENTERPOINT EN INC ","15189T107","CNP7$AR"
"CENTEX LLC SNR MR14 USD 10Y","CENTEX LLC ","152312104","CTXA$AR"
"CENTEX LLC SNR MR14 USD 1Y","CENTEX LLC ","152312104","CTX1$AR"
"CENTEX LLC SNR MR14 USD 20Y","CENTEX LLC ","152312104","CTXB$AR"
"CENTEX LLC SNR MR14 USD 2Y","CENTEX LLC ","152312104","CTX2$AR"
"CENTEX LLC SNR MR14 USD 30Y","CENTEX LLC ","152312104","CTXC$AR"
"CENTEX LLC SNR MR14 USD 3Y","CENTEX LLC ","152312104","CTX3$AR"
"CENTEX LLC SNR MR14 USD 4Y","CENTEX LLC ","152312104","CTX4$AR"
"CENTEX LLC SNR MR14 USD 5Y","CENTEX LLC ","152312104","CTX5$AR"
"CENTEX LLC SNR MR14 USD 6M","CENTEX LLC ","152312104","CTX0$AR"
"CENTEX LLC SNR MR14 USD 7Y","CENTEX LLC ","152312104","CTX7$AR"
"CHESAPEAKE EN CRP SNR MR14 10Y $","CHESAPEAKE EN CRP ","165159104","CHKA$AR"
"CHESAPEAKE EN CRP SNR MR14 1Y $","CHESAPEAKE EN CRP ","165159104","CHK1$AR"
"CHESAPEAKE EN CRP SNR MR14 20Y $","CHESAPEAKE EN CRP ","165159104","CHKB$AR"
"CHESAPEAKE EN CRP SNR MR14 2Y $","CHESAPEAKE EN CRP ","165159104","CHK2$AR"
"CHESAPEAKE EN CRP SNR MR14 30Y $","CHESAPEAKE EN CRP ","165159104","CHKC$AR"
"CHESAPEAKE EN CRP SNR MR14 3Y $","CHESAPEAKE EN CRP ","165159104","CHK3$AR"
"CHESAPEAKE EN CRP SNR MR14 4Y $","CHESAPEAKE EN CRP ","165159104","CHK4$AR"
"CHESAPEAKE EN CRP SNR MR14 5Y $","CHESAPEAKE EN CRP ","165159104","CHK5$AR"
"CHESAPEAKE EN CRP SNR MR14 6M $","CHESAPEAKE EN CRP ","165159104","CHK0$AR"
"CHESAPEAKE EN CRP SNR MR14 7Y $","CHESAPEAKE EN CRP ","165159104","CHK7$AR"
"CHEVRON CORPORATION SNR MR14 10Y $","CHEVRON CORPORATION ","166764100","CVXA$AR"
"CHEVRON CORPORATION SNR MR14 1Y $","CHEVRON CORPORATION ","166764100","CVX1$AR"
"CHEVRON CORPORATION SNR MR14 20Y $","CHEVRON CORPORATION ","166764100","CVXB$AR"
"CHEVRON CORPORATION SNR MR14 2Y $","CHEVRON CORPORATION ","166764100","CVX2$AR"
"CHEVRON CORPORATION SNR MR14 30Y $","CHEVRON CORPORATION ","166764100","CVXC$AR"
"CHEVRON CORPORATION SNR MR14 3Y $","CHEVRON CORPORATION ","166764100","CVX3$AR"
"CHEVRON CORPORATION SNR MR14 4Y $","CHEVRON CORPORATION ","166764100","CVX4$AR"
"CHEVRON CORPORATION SNR MR14 5Y $","CHEVRON CORPORATION ","166764100","CVX5$AR"
"CHEVRON CORPORATION SNR MR14 6M $","CHEVRON CORPORATION ","166764100","CVX0$AR"
"CHEVRON CORPORATION SNR MR14 7Y $","CHEVRON CORPORATION ","166764100","CVX7$AR"
"CHUBB INA HOLDINGS SNR MR14 10Y $","CHUBB INA HOLDINGS ","171232101","ACIA$AR"
"CHUBB INA HOLDINGS SNR MR14 1Y $","CHUBB INA HOLDINGS ","171232101","ACI1$AR"
"CHUBB INA HOLDINGS SNR MR14 20Y $","CHUBB INA HOLDINGS ","171232101","ACIB$AR"
"CHUBB INA HOLDINGS SNR MR14 2Y $","CHUBB INA HOLDINGS ","171232101","ACI2$AR"
"CHUBB INA HOLDINGS SNR MR14 30Y $","CHUBB INA HOLDINGS ","171232101","ACIC$AR"
"CHUBB INA HOLDINGS SNR MR14 3Y $","CHUBB INA HOLDINGS ","171232101","ACI3$AR"
"CHUBB INA HOLDINGS SNR MR14 4Y $","CHUBB INA HOLDINGS ","171232101","ACI4$AR"
"CHUBB INA HOLDINGS SNR MR14 5Y $","CHUBB INA HOLDINGS ","171232101","ACI5$AR"
"CHUBB INA HOLDINGS SNR MR14 6M $","CHUBB INA HOLDINGS ","171232101","ACI0$AR"
"CHUBB INA HOLDINGS SNR MR14 7Y $","CHUBB INA HOLDINGS ","171232101","ACI7$AR"
"CIGNA HOLDING CO SNR MR14 10Y $","CIGNA HOLDING CO ","125523100","CI.A$AR"
"CIGNA HOLDING CO SNR MR14 1Y $","CIGNA HOLDING CO ","125523100","CI.1$AR"
"CIGNA HOLDING CO SNR MR14 20Y $","CIGNA HOLDING CO ","125523100","CI.B$AR"
"CIGNA HOLDING CO SNR MR14 2Y $","CIGNA HOLDING CO ","125523100","CI.2$AR"
"CIGNA HOLDING CO SNR MR14 30Y $","CIGNA HOLDING CO ","125523100","CI.C$AR"
"CIGNA HOLDING CO SNR MR14 3Y $","CIGNA HOLDING CO ","125523100","CI.3$AR"
"CIGNA HOLDING CO SNR MR14 4Y $","CIGNA HOLDING CO ","125523100","CI.4$AR"
"CIGNA HOLDING CO SNR MR14 5Y $","CIGNA HOLDING CO ","125523100","CI.5$AR"
"CIGNA HOLDING CO SNR MR14 6M $","CIGNA HOLDING CO ","125523100","CI.0$AR"
"CIGNA HOLDING CO SNR MR14 7Y $","CIGNA HOLDING CO ","125523100","CI.7$AR"
"CINERGY CORP. SNR MR14 10Y $","CINERGY CORP. ","172474108","DUKA$AR"
"CINERGY CORP. SNR MR14 1Y $","CINERGY CORP. ","172474108","DUK1$AR"
"CINERGY CORP. SNR MR14 20Y $","CINERGY CORP. ","172474108","DUKB$AR"
"CINERGY CORP. SNR MR14 2Y $","CINERGY CORP. ","172474108","DUK2$AR"
"CINERGY CORP. SNR MR14 30Y $","CINERGY CORP. ","172474108","DUKC$AR"
"CINERGY CORP. SNR MR14 3Y $","CINERGY CORP. ","172474108","DUK3$AR"
"CINERGY CORP. SNR MR14 4Y $","CINERGY CORP. ","172474108","DUK4$AR"
"CINERGY CORP. SNR MR14 5Y $","CINERGY CORP. ","172474108","DUK5$AR"
"CINERGY CORP. SNR MR14 6M $","CINERGY CORP. ","172474108","DUK0$AR"
"CINERGY CORP. SNR MR14 7Y $","CINERGY CORP. ","172474108","DUK7$AR"
"CINTAS CORP SNR MR14 10Y $","CINTAS CORP ","172908105","CTAA$AR"
"CINTAS CORP SNR MR14 1Y $","CINTAS CORP ","172908105","CTA1$AR"
"CINTAS CORP SNR MR14 20Y $","CINTAS CORP ","172908105","CTAB$AR"
"CINTAS CORP SNR MR14 2Y $","CINTAS CORP ","172908105","CTA2$AR"
"CINTAS CORP SNR MR14 30Y $","CINTAS CORP ","172908105","CTAC$AR"
"CINTAS CORP SNR MR14 3Y $","CINTAS CORP ","172908105","CTA3$AR"
"CINTAS CORP SNR MR14 4Y $","CINTAS CORP ","172908105","CTA4$AR"
"CINTAS CORP SNR MR14 5Y $","CINTAS CORP ","172908105","CTA5$AR"
"CINTAS CORP SNR MR14 6M $","CINTAS CORP ","172908105","CTA0$AR"
"CINTAS CORP SNR MR14 7Y $","CINTAS CORP ","172908105","CTA7$AR"
"CISCO SYSTEMS, INC. SNR MR14 10Y $","CISCO SYSTEMS, INC. ","17275R102","CSOA$AR"
"CISCO SYSTEMS, INC. SNR MR14 1Y $","CISCO SYSTEMS, INC. ","17275R102","CSO1$AR"
"CISCO SYSTEMS, INC. SNR MR14 20Y $","CISCO SYSTEMS, INC. ","17275R102","CSOB$AR"
"CISCO SYSTEMS, INC. SNR MR14 2Y $","CISCO SYSTEMS, INC. ","17275R102","CSO2$AR"
"CISCO SYSTEMS, INC. SNR MR14 30Y $","CISCO SYSTEMS, INC. ","17275R102","CSOC$AR"
"CISCO SYSTEMS, INC. SNR MR14 3Y $","CISCO SYSTEMS, INC. ","17275R102","CSO3$AR"
"CISCO SYSTEMS, INC. SNR MR14 4Y $","CISCO SYSTEMS, INC. ","17275R102","CSO4$AR"
"CISCO SYSTEMS, INC. SNR MR14 5Y $","CISCO SYSTEMS, INC. ","17275R102","CSO5$AR"
"CISCO SYSTEMS, INC. SNR MR14 6M $","CISCO SYSTEMS, INC. ","17275R102","CSO0$AR"
"CISCO SYSTEMS, INC. SNR MR14 7Y $","CISCO SYSTEMS, INC. ","17275R102","CSO7$AR"
"CMS ENERGY CORP SNR MR14 10Y $","CMS ENERGY CORP ","125896100","CMSA$AR"
"CMS ENERGY CORP SNR MR14 1Y $","CMS ENERGY CORP ","125896100","CMS1$AR"
"CMS ENERGY CORP SNR MR14 20Y $","CMS ENERGY CORP ","125896100","CMSB$AR"
"CMS ENERGY CORP SNR MR14 2Y $","CMS ENERGY CORP ","125896100","CMS2$AR"
"CMS ENERGY CORP SNR MR14 30Y $","CMS ENERGY CORP ","125896100","CMSC$AR"
"CMS ENERGY CORP SNR MR14 3Y $","CMS ENERGY CORP ","125896100","CMS3$AR"
"CMS ENERGY CORP SNR MR14 4Y $","CMS ENERGY CORP ","125896100","CMS4$AR"
"CMS ENERGY CORP SNR MR14 5Y $","CMS ENERGY CORP ","125896100","CMS5$AR"
"CMS ENERGY CORP SNR MR14 6M $","CMS ENERGY CORP ","125896100","CMS0$AR"
"CMS ENERGY CORP SNR MR14 7Y $","CMS ENERGY CORP ","125896100","CMS7$AR"
"COCA-COLA RFRE USA SNR MR14 10Y $","COCA-COLA RFRE USA ","191216100","CCEA$AR"
"COCA-COLA RFRE USA SNR MR14 1Y $","COCA-COLA RFRE USA ","191216100","CCE1$AR"
"COCA-COLA RFRE USA SNR MR14 20Y $","COCA-COLA RFRE USA ","191216100","CCEB$AR"
"COCA-COLA RFRE USA SNR MR14 2Y $","COCA-COLA RFRE USA ","191216100","CCE2$AR"
"COCA-COLA RFRE USA SNR MR14 30Y $","COCA-COLA RFRE USA ","191216100","CCEC$AR"
"COCA-COLA RFRE USA SNR MR14 3Y $","COCA-COLA RFRE USA ","191216100","CCE3$AR"
"COCA-COLA RFRE USA SNR MR14 4Y $","COCA-COLA RFRE USA ","191216100","CCE4$AR"
"COCA-COLA RFRE USA SNR MR14 5Y $","COCA-COLA RFRE USA ","191216100","CCE5$AR"
"COCA-COLA RFRE USA SNR MR14 6M $","COCA-COLA RFRE USA ","191216100","CCE0$AR"
"COCA-COLA RFRE USA SNR MR14 7Y $","COCA-COLA RFRE USA ","191216100","CCE7$AR"
"COLGATE-PALMOLIVE SNR MR14 10Y $","COLGATE-PALMOLIVE ","194162103","CL.A$AR"
"COLGATE-PALMOLIVE SNR MR14 1Y $","COLGATE-PALMOLIVE ","194162103","CL.1$AR"
"COLGATE-PALMOLIVE SNR MR14 20Y $","COLGATE-PALMOLIVE ","194162103","CL.B$AR"
"COLGATE-PALMOLIVE SNR MR14 2Y $","COLGATE-PALMOLIVE ","194162103","CL.2$AR"
"COLGATE-PALMOLIVE SNR MR14 30Y $","COLGATE-PALMOLIVE ","194162103","CL.C$AR"
"COLGATE-PALMOLIVE SNR MR14 3Y $","COLGATE-PALMOLIVE ","194162103","CL.3$AR"
"COLGATE-PALMOLIVE SNR MR14 4Y $","COLGATE-PALMOLIVE ","194162103","CL.4$AR"
"COLGATE-PALMOLIVE SNR MR14 5Y $","COLGATE-PALMOLIVE ","194162103","CL.5$AR"
"COLGATE-PALMOLIVE SNR MR14 6M $","COLGATE-PALMOLIVE ","194162103","CL.0$AR"
"COLGATE-PALMOLIVE SNR MR14 7Y $","COLGATE-PALMOLIVE ","194162103","CL.7$AR"
"COMCAST CORPORATION SNR MR14 10Y $","COMCAST CORPORATION ","20030N101","CCSA$AR"
"COMCAST CORPORATION SNR MR14 1Y $","COMCAST CORPORATION ","20030N101","CCS1$AR"
"COMCAST CORPORATION SNR MR14 20Y $","COMCAST CORPORATION ","20030N101","CCSB$AR"
"COMCAST CORPORATION SNR MR14 2Y $","COMCAST CORPORATION ","20030N101","CCS2$AR"
"COMCAST CORPORATION SNR MR14 30Y $","COMCAST CORPORATION ","20030N101","CCSC$AR"
"COMCAST CORPORATION SNR MR14 3Y $","COMCAST CORPORATION ","20030N101","CCS3$AR"
